no. MS;No.;Pericope;Intro;Intro.Remarks;Intro.Transl;Thales;Thales ID;Intro.Fol.A;;Intro.Col.A;Intro.Line.A;Intro.Fol.Z;Intro.Col.Z;Intro.Line.Z;Taksa;Taksa.Trans;Taksa.Remarks;Transl.remarks;Taksa.Fol.A;Taksa.Col.A;Taksa.Line.A;Taksa.Fol.Z;Taksa.Col.Z;Taksa.Line.Z;Taksa.Remarks;Siglum;Siglum;Link;Link;MS-List.link;Pericope.Fol.A;Pericope.Col.A;Pericope.Line.A;Pericope.Fol.Z;Pericope.Col.Z;Pericope.Line.Z;Cross reference (corpus) [to be filled in aut.];Remarks Cross reference (corpus);Abbreviation;Version;Version.Remarks;Version.Syriac;Version.Transl;Denomination;Literature;Literature.link;Codicology;Pericope.remarks;Ref.remarks.;Cross.ref.Lect;Transl.Cross.ref.;Addition before;Addition after;Addition.Fol.A;Addition.Col.A;Addition.Line.A;Addition.Fol.Z;Addition.Col.Z;Addition.Line.Z;Ref.Bible.MS;Other Remarks;Words.Margin;no. reading Dissertation K.D. Jenner;;Structure formula 1;Structure formula 2;Structure formula 3;Structure formula 4;Structure formula 5;Title lectionary MS;fol;col;line;fol;col;Line;Remarks on title
59;059-0010;Mi#04:01-03.+05:01-04a.+05:07-08.;ܢܒܝܘܬܗ ܕܡܝܟܐ.;;The Prophecy of Micah;;;010b;;0;5;010b;0;6;ܩܪ̈ܝܢܐ ܕܥܐܕܐ ܕܒܝܬ ܝܠܕܗ ܕܡܪܢ܀;readings of the Feast of the Birth of our Lord;;;009b;0;18;009b;0;19;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0024;https://digi.vatlib.it/view/MSS_Vat.sir.24/0024;13l06;010b;0;5;011a;0;7.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0017;Nm#24:02-09.+15-18.+21-25.;ܢܒܝܘܬܗ ܕܒܥܠܡ;;The Prophecy of Balaam;;;015b;;0;2;015b;0;3;ܩܪ̈ܝܢܐ ܕܥܐܕܐ ܕܕܢܚܗ ܕܡܪܢ;readings of the Feast of the Manifestation of our Lord;;;015b;0;2;015b;0;2;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0034;https://digi.vatlib.it/view/MSS_Vat.sir.24/0034;13l06;015b;0;2;016a;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0018;Is#11:01-05.+09b-10.+12:04<sic>-06.;ܢܒܝܘܬܗ ܕܐܫܥܝܐ;;The Prophecy of Isaiah;;;016a;;0;13;016a;0;13.;ܩܪ̈ܝܢܐ ܕܥܐܕܐ ܕܕܢܚܗ ܕܡܪܢ;readings of the Feast of the Manifestation of our Lord;;;015b;0;2;015b;0;2;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0035;https://digi.vatlib.it/view/MSS_Vat.sir.24/0035;13l06;016a;0;13;016b;0;15;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0049;Is#41:08-16.;ܢܒܝܘܬܗ ܕܐܫܥܝܐ;;The Prophecy of Isaiah;;;043a;;0;7;043a;0;8;ܕܘܟܪܢܐ ܕܡܪܝ ܐܒܐ ܩܬܘܠܝܩܐ;the Commemoration of Mar Aba the Catholicos;in margin (later hand): ܠܚܕ ܦܪܨܘܦܐ (for a Person);For a Person;043a;0;7;043a;0;7;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0089;https://digi.vatlib.it/view/MSS_Vat.sir.24/0089;13l06;043a;0;7;043b;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0050;Acts#18:19(‎‏ܘܥܠ‏‎)-19:20.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ.‏‎;;Acts of the Apostles;;;043b;;0;7;043b;0;7.;ܕܘܟܪܢܐ ܕܡܪܝ ܐܒܐ ܩܬܘܠܝܩܐ;the Commemoration of Mar Aba the Catholicos;in margin (later hand): ܠܚܕ ܦܪܨܘܦܐ (for a Person);For a Person;043a;0;7;043a;0;7;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0090;https://digi.vatlib.it/view/MSS_Vat.sir.24/0090;13l06;043b;0;7;045a;0;18.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0125;Dn#06:07-25a. + Bel_Dr#00:42(και 2nd/[ܘ]ܐܪܡܝܘ)-42.;ܢܒܝܘܬܗ ܕܕܢܝܐܝܠ.;;The Prophecy of Daniel;;;107a;;0;16;107a;0;16;‎‏ܕܘܟܪܢܐ ܡܪܝ ܓܝܘܪܓܝܣ ܣܗܕܐ ܢܨܚܐ‏‎;the Commemoration of Mar Giwargis the Glorious Martyr;;;107a;0;15;107a;0;15.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0217;https://digi.vatlib.it/view/MSS_Vat.sir.24/0217;13l06;107a;0;16;108b;0;16;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0126;Acts#21:27(ܝܗ̈ܘܕܝܐ)-29a.+22:27(‎‏ܐܡܪ‏‎ 2nd)-29.;‎‏ܦܪܟܣܣ ܕܫܠܝ̣ܚܐ;;Acts of the Apostles;;;108b;;0;17;108b;0;17;‎‏ܕܘܟܪܢܐ ܡܪܝ ܓܝܘܪܓܝܣ ܣܗܕܐ ܢܨܚܐ‏‎;the Commemoration of Mar Giwargis the Glorious Martyr;;;107a;0;15;107a;0;15.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0220;https://digi.vatlib.it/view/MSS_Vat.sir.24/0220;13l06;108b;0;17;109a;0;6;;;;P;;;;N;;;N.B. there is a possibility that there is a lacuna of 1 fol. after fol. 108. The quire numbering however shows a continuum or are the number added in a later stage?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0019;Is#35:03-10.+40:01-08.;ܢܒܝܘܬܗ ܕܐܫܥܝܐ;;The Prophecy of Isaiah;;;016b;;0;17;016b;0;17;ܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ;the Commemoration of Mar John the Baptist;;;016b;0;16;016b;0;16.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0036;https://digi.vatlib.it/view/MSS_Vat.sir.24/0036;13l06;016b;0;17;017b;0;10;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0020;Acts#13:13-33(ܠܒܢ̈ܝܗܘܢ);‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ.;;Acts of the Apostles;;;017b;;0;10;017b;0;10.;ܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ;the Commemoration of Mar John the Baptist;;;016b;0;16;016b;0;16.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0038;https://digi.vatlib.it/view/MSS_Vat.sir.24/0038;13l06;017b;0;10;018b;0;15;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0031;1Rg#21:01-21.;ܟܬܒܐ ܕܣܦܪ ܡܠܟܘ̈ܬܐ;;The Codex of the Book of Reigns;;;028a;;0;21;028a;0;21;ܕܘܟܪܢܐ ܕܡܪܝ ܐܣܛܦܢܘܣ ܣܗܕܐ܀;the Commemoration of Mar Stephen the Martyr;;;028a;0;20;028a;0;20.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0059;https://digi.vatlib.it/view/MSS_Vat.sir.24/0059;13l06;028a;0;21;029b;0;11.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0032;Acts#06:08-07:02(‎‏ܐܡܪ‏‎)+07:51-08:02.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ;;Acts of the Apostles;;;029b;;0;12;029b;0;12;ܕܘܟܪܢܐ ܕܡܪܝ ܐܣܛܦܢܘܣ ܣܗܕܐ܀;the Commemoration of Mar Stephen the Martyr;;;028a;0;20;028a;0;20.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0062;https://digi.vatlib.it/view/MSS_Vat.sir.24/0062;13l06;029b;0;12;030b;0;17;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0023;2Rg#04:08-37.;ܣܦܪ ܡܠܟܘ̈ܬܐ ܕܒܢ̈ܝ ܝܣܪܝܠ;;The Book of Reigns of the Sons of Israel;;;020b;;0;10;020b;0;10;ܕܘܟܪܢܐ ܕܦܛܪܘܣ ܘܦܘܠܘܣ;the Commemoration of Peter and Paul;;;020b;0;9;020b;0;9.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0044;https://digi.vatlib.it/view/MSS_Vat.sir.24/0044;13l06;020b;0;10;022a;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0024;Acts#09:32-42.+14:08-15.+20:07-12.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ;;Acts of the Apostles;;;022a;;0;13;022a;0;14;ܕܘܟܪܢܐ ܕܦܛܪܘܣ ܘܦܘܠܘܣ;the Commemoration of Peter and Paul;;;020b;0;9;020b;0;9.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0047;https://digi.vatlib.it/view/MSS_Vat.sir.24/0047;13l06;022a;0;13;023b;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0027;1Rg#18:30-39.;ܟܬܒܐ ܕܣܦܪ ܡܠܟܘ̈ܬܐ;;The Codex of the Book of Reigns;;;025a;;0;8;025a;0;8.;ܕܘܟܪܢܐ ܕܐܘܢܓܠܣ̈ܛܐ;the Commemoration of the evangelists;;;058a;0;8;058a;0;8;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0053;https://digi.vatlib.it/view/MSS_Vat.sir.24/0053;13l06;025a;0;8;025b;0;12;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0028;Acts#05:12-32.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ;;Acts of the Apostles;;;025b;;0;12;025b;0;13;ܕܘܟܪܢܐ ܕܐܘܢܓܠܣ̈ܛܐ;the Commemoration of the evangelists;;;058a;0;8;058a;0;8;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0054;https://digi.vatlib.it/view/MSS_Vat.sir.24/0054;13l06;025b;0;12;026b;0;19.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0035;1Sm#22:06b(‎‏ܘܫܐܘܠ‏‎)-21.;ܟܬܒܐ ܕܫܡܘܐܝܠ;;The Book of Samuel;;;032a;;0;10;032a;0;10;ܕܘܟܪܢܐ ܕܡ̈ܠܦܢܐ ܝܘ̈ܢܝܐ.;the Commemoration of the Greek Teachers;;;032a;0;9;032a;0;9.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0067;https://digi.vatlib.it/view/MSS_Vat.sir.24/0067;13l06;032a;0;10;033a;0;10.;;;;P;;;;N;see I.N.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0036;Acts#21:27-34.+22:30-23:16.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ;;Acts of the Apostles;;;033a;;0;11;033a;0;11;ܕܘܟܪܢܐ ܕܡ̈ܠܦܢܐ ܝܘ̈ܢܝܐ.;the Commemoration of the Greek Teachers;;;032a;0;9;032a;0;9.;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0069;https://digi.vatlib.it/view/MSS_Vat.sir.24/0069;13l06;033a;0;11;034b;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0045;2Rg#13:14-21.;ܟܬܒܐ ܕܣܦܪ ܡܠܟܘ̈ܬܐ;;The Codex of the Book of Reigns;;;040b;;0;1;040b;0;2;ܕܘܟܪܢܐ ܕܡܠܦܢ̈ܐ ܣܘܪ̈ܝܝܐ;the Commemoration of the Syrian Teachers;;;040b;0;1;040b;0;1;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0084;https://digi.vatlib.it/view/MSS_Vat.sir.24/0084;13l06;040b;0;1;040b;0;24[ult];;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0046;Acts#12:25-13:12.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ.;;Acts of the Apostles;;;041a;;0;1;041a;0;1;ܕܘܟܪܢܐ ܕܡܠܦܢ̈ܐ ܣܘܪ̈ܝܝܐ;the Commemoration of the Syrian Teachers;;;040b;0;1;040b;0;1;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0085;https://digi.vatlib.it/view/MSS_Vat.sir.24/0085;13l06;041a;0;1;041b;0;15;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0113;Is#60:09-22.;ܢܒܝܘܬܗ ܕܐܫܥܝܐ;;The Prophecy of Isaiah;;;099b;;0;16;099b;0;16;ܬܪܝܢܒܫܒܐ ܕܒܬܪ ܩܝܡܬܐ;the Second (Day) of the Week, after the Resurrection;;;099b;0;15;099b;0;16;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0202;https://digi.vatlib.it/view/MSS_Vat.sir.24/0202;13l06;099b;0;16;100b;0;1;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;059-0114;Acts#02:14-36.;‎‏ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ;;Acts of the Apostles;;;100b;;0;2;100b;0;11;ܬܪܝܢܒܫܒܐ ܕܒܬܪ ܩܝܡܬܐ;the Second (Day) of the Week, after the Resurrection;;;099b;0;15;099b;0;16;;13l6;13l06;https://digi.vatlib.it/view/MSS_Vat.sir.24/0204;https://digi.vatlib.it/view/MSS_Vat.sir.24/0204;13l06;100b;0;2;101b;0;6;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0154;Ex#23:20-33.;ܡܢ ܣ̣ܦܪܐ ܕܬܪ̈ܝܢ ܕܐܘܪܝܬܐ;;From the Second Book of the Law;;;059b;;1;19;059b;1;20;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;059b;1;19;060a;1;23.;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0155;Nm#13:02-03a<03.= BH>(‎‏ܕܡܪܝܐ‏‎)+16b(ܘܩܪܐ)-20.;ܡܢ ܣ̣ܦܪܐ ܕܐܪ̈ܒܥܐ ܕܐܘܪܝܬܐ;;From the Fourth Book of the Law;;;060a;;1;24;060a;1;25;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;060a;1;24;060a;2;23;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0156;Jb#39:05-12.;ܡܢ ܐܝܘܒ ܙܕܝܩܐ;;From Job the Righteous;;;060a;;2;23;060a;2;24;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;060a;2;23;060b;1;16.;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0157;Jd#13:15-25.;ܡܢ ܣܦܪ ܕܝܢܐ;;From the Book of Judges;;;060b;;1;17;060b;1;17;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;060b;1;17;061a;1;13.;;;;P;;;;MR;;; 13L7-I=13:15-21 + 13L7-II= 13:24-25a ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0158;2Sm#03:26-39.;ܡܢ ܫܡܘܐܝܠ ܢܒܝܐ;;From Samuel the Prophet;;;061a;;1;14;061a;1;14.;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;061a;1;14;061b;2;8;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0159;2Rg#01:02-17(תחתיו‎/ܒܬܪܗ);ܡܢ ܣܦܪ ܡ̈ܠܟܐ;;From the Book of Kings;;;061b;;2;8;061b;2;9;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;061b;2;8;062b;2;8;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0160;Sap#03:01-09.;ܡ̈ܬܠܘܗܝ ܕܫܠܡܘܢ ܒܪ ܕܝܘܕ;in margin is added: ܚܟܡܬܐ ܪܒܬܐ;The Proverbs of Solomon, Son of David;;;062b;;2;8;062b;2;9;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;062b;2;8;063a;1;16;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0161;Am#02:06-12.;ܡܢ ܥܡܘܣ ܢܒܝܐ;;From Amos the Prophet;;;063a;;1;16;063a;1;17;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;063a;1;16;063b;1;2.;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0162;Ml#02:17-03:04.+03:22-24.;ܡܢ ܡܠܐܟܝ ܢܒܝܐ;;From Malachi the Prophet;;;063b;;1;3;063b;1;3.;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;063b;1;3;063b;2;25[ult];;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0163;Hb#03:01-06.;ܡܢ ܚܒܩܘܩ ܢܒܝܐ;;From Habakkuk the Prophet;;;063b;;2;25;064a;1;1;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;063b;2;25[ult];064a;2;1;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0164;Jr#37:13-21.;ܡܢ ܐܪܡܝܐ ܢܒܝܐ;;From Jeremiah the Prophet;;;064a;;2;1;064a;2;2;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;064a;2;1;064b;1;24[ult];;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0165;Ez#33:30-33.;ܡܢ ܚܙܩܝܐܝܠ ܢܒܝܐ;;From Ezekiel the Prophet;;;064b;;1;24;064b;2;1;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;064b;1;24[ult];064b;2;23.;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0166;Bel_Dr#00:23-31(ܝܘܡ̈ܝܢ);ܡܢ ܕܢܝܐܝܠ ܢܒܝܐ;;From Daniel the Prophet;;;064b;;2;24;064b;2;24.[ult];‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;064b;2;24[ult];065a;2;15;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0167;Is#40:01-06.+40:07(כי‎/ܡܛܠ)-07.;ܡܢ ܐܫܥܝܐ ܢܒܝܐ;;From Isaiah the Prophet;;;065a;;2;15;065a;2;16;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;065a;2;15;065b;1;15.;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0168;‎1Petr#04:12-19.;‎‏ܦܪܟܣܝܣ ܡܢ ܐܓܪܬܐ ܕܝܥܩܘܒ ܫܠܝܚܐ‏‎; in mg ‎‏ܕܦܛܪܘܣ‏‎;Acts from the Epistle of James the Apostle;;;065b;;1;16;065b;1;17.;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;065b;1;16;065b;2;25.[ult];;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0169;‎2Tim#03:16-04:08.;‎‏ܦܘܠܘܣ ܫܠܝܚܐ ܡܢ ܐܓܪܬܐ ܕܬܪ̈ܝܢ ܕܠܘܬ ܛܝܡܐܬܘܣ‏‎;;Paul the Apostle, from the Second Epistle to Timothy;;;066a;;1;1;066a;1;3;‎‏ܬܘܒ ܛܟܣܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ ܘܕܦܣ̇ܩ ܪܝܫܗ‏‎;Furthermore, the order for the Commemoration of Mar John the Baptist and the cutting of his head;;;059a;2;18;059a;2;20;;13l7;13l07;;;13l07;066a;1;1;066a;2;18;;;;P;;;;MR;;;;;;;;ܐܚ̈ܝ;  ‎‏ܫܠܸܡ ܕܡܪܝ ܝܘܚܢܢ‏‎ ;066a;2;18;066a;2;18*;;;;;;;;;;;;;;;;;;
60;060-0354;Gn#28:10-14(הארץ‎/‎‏ܕܐܪܥܐ‏‎);ܡܢ ܒܪܝܬܐ ܣ̣ܦܪܐ ܏ܕܩܝ ܕܐܘܪܝܬܐ;;From Genesis, the First Book of the Law;;;145a;;1;4;145a;1;5;‎‏ܬܘܒ ܛܟܣܐ ܠܨܦܪܐ ܕܚܡ̈ܫܐ ܒܫܒܐ ܕܪܐܙܐ‏‎;Furthermore, the order for the Morning of the Fifth (Day) of the Week, of Mystery;;;145a;1;2;145a;1;4;;13l7;13l07;;;13l07;145a;1;4;145a;2;4;;;;P;without any transition formula the Syriac pericope according to P is followed with the SH pericope (Gn 35:09-13) cf the file card and note that the transition is without any information concerning the change in version‎;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0354;Gn#35:09-15.;ܡܢ ܒܪܝܬܐ ܣ̣ܦܪܐ ܏ܕܩܝ ܕܐܘܪܝܬܐ;;From Genesis, the First Book of the Law;;;145a;;1;4;145a;1;5;‎‏ܬܘܒ ܛܟܣܐ ܠܨܦܪܐ ܕܚܡ̈ܫܐ ܒܫܒܐ ܕܪܐܙܐ‏‎;Furthermore, the order for the Morning of the Fifth (Day) of the Week, of Mystery;;;145a;1;2;145a;1;4;;13l7;13l07;;;13l07;145a;2;4;145b;1;9;;;;SH;cf the relevant filecard which makes clear that this pericope is preceded by 28:10-14(urah) according to P though this state of affairs is not rubricated in the manuscript ‎;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;060-0355;Lv#16:07-11.+14-17(ביתו‎/ܒܝܬܗ)+20-22.+26.;ܡ̣ܢ ܣܦܪܐ ܕܬܠ̈ܬܐ ܕܟܗ̈ܢܐ;;From the Third Book, of Leviticus;;;145b;;1;9;145b;1;10.;‎‏ܬܘܒ ܛܟܣܐ ܠܨܦܪܐ ܕܚܡ̈ܫܐ ܒܫܒܐ ܕܪܐܙܐ‏‎;Furthermore, the order for the Morning of the Fifth (Day) of the Week, of Mystery;;;145a;1;2;145a;1;4;;13l7;13l07;;;13l07;145b;1;9;146a;2;3.;;;;P;;;;MR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
